frame_idx,FirstFrame_sim,EndFrame_sim
8,0.2793,0.2278
9,0.2507,0.2138
10,0.2684,0.2319
11,0.2613,0.2189
12,0.3218,0.2742
13,0.2692,0.2430
0,0.2546,0.1086
1,0.2739,0.1213
2,0.2677,0.1131
3,0.2746,0.1194
4,0.2784,0.1187
5,0.2824,0.1220
0,0.1583,0.0903
6,0.2726,0.1116
1,0.1854,0.0934
7,0.2805,0.1199
2,0.1859,0.1067
8,0.2690,0.1117
3,0.1706,0.0788
9,0.2723,0.1163
4,0.1752,0.0956
10,0.2662,0.1109
5,0.1691,0.0706
11,0.2654,0.1133
6,0.1701,0.0867
12,0.2493,0.1077
7,0.1729,0.0764
13,0.2441,0.1048
8,0.1777,0.0956
9,0.1774,0.0826
10,0.1805,0.0975
11,0.1782,0.0824
12,0.1968,0.1203
13,0.1738,0.0945
0,0.0396,-0.0497
1,0.0704,-0.0493
2,0.0785,-0.0291
3,0.0721,-0.0434
4,0.0773,-0.0321
0,0.1949,0.0757
5,0.0756,-0.0469
1,0.1934,0.0852
6,0.0703,-0.0415
2,0.1951,0.0874
7,0.0798,-0.0406
3,0.1990,0.0876
8,0.0735,-0.0354
4,0.2006,0.0888
9,0.0645,-0.0577
5,0.2021,0.0891
10,0.0647,-0.0478
6,0.1999,0.0857
11,0.0651,-0.0561
7,0.2017,0.0875
12,0.0573,-0.0490
8,0.1990,0.0854
13,0.0792,-0.0332
9,0.2011,0.0859
10,0.2026,0.0869
11,0.1999,0.0855
12,0.1982,0.0847
13,0.1951,0.0730
0,0.1180,0.0980
1,0.1432,0.1037
2,0.1733,0.1299
3,0.1602,0.1201
4,0.1803,0.1332
5,0.1604,0.1123
6,0.1775,0.1286
7,0.1485,0.1025
8,0.1809,0.1207
9,0.1616,0.1133
10,0.1728,0.1225
11,0.1557,0.1061
12,0.1768,0.1219
13,0.1079,0.0897
0,0.1083,0.0344
1,0.0811,0.0320
2,0.0849,0.0314
3,0.0875,0.0296
4,0.0879,0.0283
5,0.0900,0.0280
6,0.0892,0.0268
7,0.0882,0.0262
8,0.0876,0.0253
9,0.0857,0.0242
10,0.0835,0.0237
11,0.0808,0.0242
12,0.0721,0.0213
13,0.1071,0.0274
0,0.2495,0.1046
1,0.2756,0.1225
2,0.2562,0.1061
3,0.2577,0.1077
4,0.2571,0.1021
5,0.2669,0.1120
6,0.2530,0.0975
7,0.2650,0.1083
8,0.2413,0.0863
9,0.2569,0.1054
10,0.2469,0.0935
11,0.2598,0.1069
12,0.2540,0.1057
13,0.2434,0.1043
0,0.1886,0.0722
1,0.1898,0.0826
2,0.1901,0.0844
3,0.1915,0.0831
4,0.1898,0.0818
5,0.1904,0.0828
6,0.1904,0.0808
7,0.1912,0.0817
8,0.1891,0.0789
9,0.1936,0.0818
10,0.1938,0.0808
11,0.1961,0.0824
12,0.1971,0.0836
13,0.1949,0.0734
0,0.1093,0.0332
1,0.0807,0.0320
2,0.0834,0.0302
3,0.0843,0.0279
4,0.0856,0.0264
5,0.0891,0.0264
6,0.0864,0.0250
7,0.0870,0.0246
8,0.0863,0.0232
9,0.0840,0.0221
10,0.0844,0.0221
11,0.0826,0.0232
12,0.0698,0.0209
13,0.1082,0.0272
0,0.0291,-0.0918
1,0.1519,-0.0041
2,0.1454,0.0014
3,0.1507,0.0102
